"STATDISPID","TITLE","CYCLE","SURVEY_DATE"
"0000033651","男女（２区分）、産業（中分類）、従業上の地位（３区分）、１５歳以上就業者数、都道府県（４７）・都道府県市部・１５大都市・人口５０万以上の市区","-",
"0000033652","国籍（２区分）、男女（２区分）、１５歳以上年齢（５歳階級１６）、職業（大分類）、従業上の地位（６区分）、１５歳以上就業者数、全国・市部・郡部","-",
"0000033653","男女（２区分）、職業（小分類）、従業上の地位（６区分）、１５歳以上就業者数、全国・市部・郡部","-",
"0000033654","男女（２区分）、職業（中分類）、従業上の地位（３区分）、１５歳以上就業者数、都道府県（４７）・都道府県市部・１５大都市・人口５０万以上の市区","-",
"0000033655","男女（２区分）、１５歳以上年齢（５歳階級１６）、産業（大分類A）、職業（大分類）、１５歳以上就業者数、全国・市部・郡部","-",
"0000033656","男女（２区分）、産業（大分類A）、職業（中分類）、１５歳以上就業者数、全国・市部・郡部","-",
"0000033657","男女（２区分）、産業（大分類A）、職業（大分類）、１５歳以上就業者数、都道府県（４７）・都道府県市部・１５大都市・人口５０万以上の市区","-",
"0000033658","従業上の地位（２区分）、産業（小分類）、職業（小分類）、１５歳以上就業者数、全国・市部・郡部","-",
"0000033659","男女（２区分）、１５歳以上年齢（５歳階級）、従業上の地位（６区分）、就業時間（１０区分）、１５歳以上就業者数、全国・市部・郡部","-",
"0000033660","男女（２区分）、１５歳以上年齢（５歳階級）、従業上の地位（６区分）、平均週間就業時間・延べ週間就業時間、全国・市部・郡部","-",
"0000033661","男女（２区分）、１５歳以上年齢（５歳階級）・従業上の地位（６区分）、就業時間（１０区分）、１５歳以上就業者数、都道府県（４７）・都道府県市部・１５大都市・人口５０万以上の市区","-",
"0000033662","男女（２区分）、１５歳以上年齢（５歳階級）・従業上の地位（６区分）、平均週間就業時間・延べ週間就業時間、都道府県（４７）・都道府県市部・１５大都市・人口５０万以上の市区","-",
"0000033663","従業上の地位（２区分）、男女（２区分）、産業（大分類A）、就業時間（１０区分）、１５歳以上就業者数、全国・全国市部・全国郡部・都道府県（４７）・都道府県市部・１５大都市・人口５０万以上の市区","-",
"0000033664","従業上の地位（２区分）、男女（２区分）、産業（大分類A）、平均週間就業時間・延べ週間就業時間、全国・全国市部・全国郡部・都道府県（４７）・都道府県市部・１５大都市・人口５０万以上の市区","-",
"0000033665","従業上の地位（２区分）、男女（２区分）、職業（大分類）、就業時間（１０区分）、１５歳以上就業者数、全国・全国市部・全国郡部・都道府県（４７）・都道府県市部・１５大都市・人口５０万以上の市区","-",
"0000033666","従業上の地位（２区分）、男女（２区分）、職業（大分類）、平均週間就業時間・延べ週間就業時間、全国・全国市部・全国郡部・都道府県（４７）・都道府県市部・１５大都市・人口５０万以上の市区","-",
"0000033667","世帯の家族類型（３３）、一般世帯数、一般世帯人員、親族人員、１世帯当たり親族人員、全国・市部・郡部","-",
"0000033668","世帯の家族類型（３３）、６歳未満親族のいる一般世帯数、世帯人員、６歳未満親族人員、全国・市部・郡部","-",
"0000033669","世帯の家族類型（３３）、１８歳未満親族のいる一般世帯数、世帯人員、１８歳未満親族人員、全国・市部・郡部","-",
"0000033670","世帯の家族類型（３３）、６５歳以上親族のいる一般世帯数、世帯人員、６５歳以上親族人員、全国・市部・郡部","-",
"0000033671","世帯の家族類型（３３）、７５歳以上親族のいる一般世帯数、世帯人員、７５歳以上親族人員、全国・市部・郡部","-",
"0000033672","世帯の家族類型（３３）、８５歳以上親族のいる一般世帯数、世帯人員、８５歳以上親族人員、全国・市部・郡部","-",
"0000033673","世帯の家族類型（１６区分）、一般世帯数、一般世帯人員、親族人員、１世帯当たり親族人員、都道府県（４７）・都道府県市部・１５大都市・人口５０万以上の市区","-",
"0000033674","世帯の家族類型（１６区分）、６歳未満親族のいる一般世帯数、世帯人員、６歳未満親族人員、都道府県（４７）・都道府県市部・１５大都市・人口５０万以上の市区","-",
"0000033675","世帯の家族類型（１６区分）、１８歳未満親族のいる一般世帯数、世帯人員、１８歳未満親族人員、都道府県（４７）・都道府県市部・１５大都市・人口５０万以上の市区","-",
"0000033676","世帯の家族類型（１６区分）、６５歳以上親族のいる一般世帯数、世帯人員、６５歳以上親族人員、都道府県（４７）・都道府県市部・１５大都市・人口５０万以上の市区","-",
"0000033677","世帯の家族類型（１６区分）、７５歳以上親族のいる一般世帯数、世帯人員、７５歳以上親族人員、都道府県（４７）・都道府県市部・１５大都市・人口５０万以上の市区","-",
"0000033678","世帯の家族類型（１６区分）、８５歳以上親族のいる一般世帯数、世帯人員、８５歳以上親族人員、都道府県（４７）・都道府県市部・１５大都市・人口５０万以上の市区","-",
"0000033679","男女（２区分）、世帯の家族類型（１６区分）・施設等の世帯の種類（６区分）、年齢（５歳階級）、世帯人員、全国・市部・郡部","-",
"0000033680","世帯人員（１０区分）、一般世帯数、全国・全国市部・全国郡部・都道府県（４７）・都道府県市部・１５大都市・人口５０万以上の市区","-",
"0000033681","一般世帯人員、１世帯当たり人員、全国・全国市部・全国郡部・都道府県（４７）・都道府県市部・１５大都市・人口５０万以上の市区","-",
"0000033682","施設等の世帯数、施設等の世帯人員、全国・全国市部・全国郡部・都道府県（４７）・都道府県市部・１５大都市・人口５０万以上の市区","-",
"0000033683","単身者（２）、単身者数、全国・全国市部・全国郡部・都道府県（４７）・都道府県市部・１５大都市・人口５０万以上の市区","-",
"0000033684","住居の種類・住宅の所有の関係（７区分）、一般世帯数、一般世帯人員、１世帯当たり人員、全国・全国市部・全国郡部・都道府県（４７）・都道府県市部・１５大都市・人口５０万以上の市区","-",
"0000033685","住居の種類・住宅の所有の関係（７区分）、１世帯当たり延べ面積、１人当たり延べ面積、全国・全国市部・全国郡部・都道府県（４７）・都道府県市部・１５大都市・人口５０万以上の市区","-",
"0000033686","通勤・通学者数（５区分）、従業・通学時の世帯の状況（１４区分）、住宅に住む一般世帯数、全国・市部・郡部","-",
"0000033687","就業・通学（４区分）、従業・通学時の世帯の状況（１４区分）、住宅に住む一般世帯人員、全国・市部・郡部","-",
"0000033688","従業・通学時の世帯の状況（１４区分）、住宅に住む一般世帯数、都道府県（４７）・都道府県市部・１５大都市・人口５０万以上の市区","-",
"0000033689","男女（２区分）、産業（大分類B）、常住地による人口（６区分）、人口、全国・都道府県（４７）・１５大都市・人口５０万以上の市区","-",
"0000033690","男女（２区分）、産業（大分類B）、従業地・通学地による人口（４区分）、人口、全国・都道府県（４７）・１５大都市・人口５０万以上の市区","-",
"0000033691","男女（２区分）、従業・通学都道府県（４９）、就業・通学（２区分）、人口、全国・都道府県（４７）","-",
"0000033692","男女（２区分）、産業（大分類A）、職業（大分類）、１５歳以上就業者数、都道府県（４７）・１５大都市・人口５０万以上の市区","-",
"0000033693","人口、平成１２年組替人口、人口増減数、人口増減率、面積、人口密度 全国・全国市部・全国郡部・都道府県（４７）・１５大都市、全域・人口集中地区の別","-",
"0000033695","男女（２区分）、人口 全国・市部・郡部・都道府県・市部・郡部、全域・人口集中地区の別","-",
"0000033696","世帯の種類（２区分A）、世帯数（世帯の種類不詳を含む） 全国・市部・郡部・都道府県・市部・郡部、全域・人口集中地区の別","-",
"0000033697","年齢（各歳）、男女（２区分）、人口（総数） 全国・全国市部・全国郡部・都道府県（４７）・１５大都市、全域・人口集中地区の別","-",
"0000033698","男女（２区分）、年齢（３区分）、人口、年齢別割合（総数） 全国・全国市部・全国郡部・都道府県（４７）・１５大都市、全域・人口集中地区の別","-",
"0000033699","男女（２区分）、平均年齢（総数） 全国・全国市部・全国郡部・都道府県（４７）・１５大都市、全域・人口集中地区の別","-",
"0000033700","男女（２区分）、年齢中位数（総数） 全国・全国市部・全国郡部・都道府県（４７）・１５大都市、全域・人口集中地区の別","-",
"0000033701","年齢（各歳）、男女（２区分）、人口（日本人） 全国・全国市部・全国郡部・都道府県（４７）・１５大都市、全域・人口集中地区の別","-",
"0000033702","男女（２区分）、年齢（３区分）、人口、年齢別割合（日本人） 全国・全国市部・全国郡部・都道府県（４７）・１５大都市、全域・人口集中地区の別","-",
"0000033703","男女（２区分）、平均年齢（日本人） 全国・全国市部・全国郡部・都道府県（４７）・１５大都市、全域・人口集中地区の別","-",
"0000033704","男女（２区分）、年齢中位数（日本人） 全国・全国市部・全国郡部・都道府県（４７）・１５大都市、全域・人口集中地区の別","-",
"0000033694","国籍（２区分）、年齢（各歳）、男女（２区分）・出生の月（４区分）、人口（年齢不詳を除く） 全国・市部・郡部、全域・人口集中地区の別","-",
"0000033705","国籍（２区分）、１５歳以上年齢（各歳）、男女（２区分）・配偶関係（４区分）、１５歳以上人口 全国・全国市部・全国郡部・都道府県（４７）・１５大都市、全域・人口集中地区の別","-",
"0000033706","国籍（２区分）、男女（２区分）・配偶関係（４区分）、平均年齢 全国・全国市部・全国郡部・都道府県（４７）・１５大都市、全域・人口集中地区の別","-",
"0000033707","配偶関係（４区分）、男女（２区分）、世帯の家族類型（１６区分）・施設等の世帯の種類（６区分）、年齢（５歳階級）、世帯人員（年齢不詳を除く） 全国・市部・郡部、全域・人口集中地区の別","-",
"0000033708","配偶関係（４区分）、男女（２区分）、世帯の家族類型（１６区分）・施設等の世帯の種類（６区分）、平均年齢 全国・市部・郡部、全域・人口集中地区の別","-",
"0000033709","世帯人員（１０区分）、一般世帯数 全国・全国市部・全国郡部・都道府県（４７）・１５大都市、全域・人口集中地区の別","-",
"0000033710","一般世帯人員・１世帯当たり人員（２） 全国・全国市部・全国郡部・都道府県（４７）・１５大都市、全域・人口集中地区の別","-",
"0000033711","単身者（２）、間借り・下宿などの単身者数、会社などの独身寮の単身者数 全国・全国市部・全国郡部・都道府県（４７）・１５大都市、全域・人口集中地区の別","-",
"0000033712","世帯人員（２区分）、年齢（各歳）、男女（２区分）・配偶関係（４区分）、一般世帯人員 全国・市部・郡部、全域・人口集中地区の別","-",
"0000033713","施設等の世帯人員（４区分）、施設等の世帯の種類（６区分）、施設等の世帯数・世帯人員（２） 全国・全国市部・全国郡部・都道府県（４７）・１５大都市、全域・人口集中地区の別","-",
"0000033714","年齢（各歳）、男女（２区分）・配偶関係（４区分）、施設等の世帯人員 全国・市部・郡部、全域・人口集中地区の別","-",
"0000033715","親族人員（７区分）、一般世帯数・世帯人員・親族人員（３） 全国・全国市部・全国郡部・都道府県（４７）・１５大都市、全域・人口集中地区の別","-",
"0000033716","親族人員（７区分）、６歳未満親族のいる一般世帯数、世帯人員、６歳未満親族人員 全国・全国市部・全国郡部・都道府県（４７）・１５大都市、全域・人口集中地区の別","-",
"0000033717","親族人員（７区分）、１８歳未満親族のいる一般世帯数、世帯人員、１８歳未満親族人員 全国・全国市部・全国郡部・都道府県（４７）・１５大都市、全域・人口集中地区の別","-",
"0000033718","世帯の家族類型（２２区分）、一般世帯数、一般世帯人員、親族人員、１世帯当たり親族人員 全国・全国市部・全国郡部・都道府県（４７）・１５大都市、全域・人口集中地区の別","-",
"0000033719","世帯の家族類型（２２区分）、６歳未満親族のいる一般世帯数、世帯人員、６歳未満親族人員 全国・全国市部・全国郡部・都道府県（４７）・１５大都市、全域・人口集中地区の別","-",
"0000033720","世帯の家族類型（２２区分）、１８歳未満親族のいる一般世帯数、世帯人員、１８歳未満親族人員 全国・全国市部・全国郡部・都道府県（４７）・１５大都市、全域・人口集中地区の別","-",
"0000033721","世帯の家族類型（２２区分）、親族のみから成る一般世帯数、世帯人員 全国・全国市部・全国郡部・都道府県（４７）・１５大都市、全域・人口集中地区の別","-",
"0000033722","世帯の家族類型（２２区分）、３世代世帯の世帯数・世帯人員 全国・全国市部・全国郡部・都道府県（４７）・１５大都市、全域・人口集中地区の別","-",
"0000033723","親族人員（７区分）、世帯の家族類型（１６区分）、一般世帯数 全国・全国市部・全国郡部・都道府県（４７）・１５大都市、全域・人口集中地区の別","-",
"0000033724","世帯の家族類型（１６区分）、６歳未満の親族のいる一般世帯数 全国・全国市部・全国郡部・都道府県（４７）・１５大都市、全域・人口集中地区の別","-",
"0000033725","世帯の家族類型（１６区分）、１２歳未満の親族のいる一般世帯数 全国・全国市部・全国郡部・都道府県（４７）・１５大都市、全域・人口集中地区の別","-",
"0000033726","世帯の家族類型（１６区分）、１５歳未満の親族のいる一般世帯数 全国・全国市部・全国郡部・都道府県（４７）・１５大都市、全域・人口集中地区の別","-",
"0000033727","世帯の家族類型（１６区分）、１８歳未満の親族のいる一般世帯数 全国・全国市部・全国郡部・都道府県（４７）・１５大都市、全域・人口集中地区の別","-",
"0000033728","世帯の家族類型（１６区分）、２０歳未満の親族のいる一般世帯数 全国・全国市部・全国郡部・都道府県（４７）・１５大都市、全域・人口集中地区の別","-",
"0000033729","世帯人員（７区分）、世帯の家族類型（１６区分）、世帯主の男女（２区分）、世帯主の年齢（５歳階級）、一般世帯数・世帯人員・親族人員（３） 全国・市部・郡部、全域・人口集中地区の別","-",
"0000033730","世帯主の配偶関係（４区分）、世帯の家族類型（１６区分）、世帯主の男女（２区分）、世帯主の年齢（５歳階級）、一般世帯数・世帯人員・親族人員（３） 全国・市部・郡部、全域・人口集中地区の別","-",
"0000033731","配偶関係（４区分）、男女（２区分）、年齢（５歳階級）、世帯主との続き柄（１２区分）、２人以上の一般世帯人員 全国・市部・郡部、全域・人口集中地区の別","-",
"0000033732","男女（２区分）、年齢（５歳階級）、世帯の家族類型（１５区分）、世帯主との続き柄（１２区分）、２人以上の一般世帯人員 全国・市部・郡部、全域・人口集中地区の別","-",
"0000033733","男女（２区分）、世帯の家族類型（１６区分）、年齢（各歳）、一般世帯人員、親族人員 全国・市部・郡部、全域・人口集中地区の別","-",
"0000033734","男女（２区分）、世帯の家族類型（１６区分）、配偶関係（２区分）、年齢（各歳）、一般世帯人員、親族人員 全国・市部・郡部、全域・人口集中地区の別","-",
"0000033735","住居の種類・住宅の所有の関係（７区分）、一般世帯数、一般世帯人員、１世帯当たり人員 全国・全国市部・全国郡部・都道府県（４７）・１５大都市、全域・人口集中地区の別","-",
"0000033736","住居の種類・住宅の所有の関係（７区分）、１世帯当たり延べ面積、１人当たり延べ面積 全国・全国市部・全国郡部・都道府県（４７）・１５大都市、全域・人口集中地区の別","-",
"0000033737","住宅の建て方（８区分）、住宅の所有の関係（６区分）、住宅に住む一般世帯数・一般世帯人員・１世帯当たり人員（３） 全国・市部・郡部、全域・人口集中地区の別","-",
"0000033738","住宅の建て方（８区分）、住宅の所有の関係（６区分）、１世帯当たり延べ面積、１人当たり延べ面積 全国・市部・郡部、全域・人口集中地区の別","-",
"0000033739","世帯主の男女（２区分）、世帯主の年齢（５歳階級）、世帯が住んでいる階（５区分）、建物全体の階数（５区分）、共同住宅に住む一般世帯数 全国・市部・郡部、全域・人口集中地区の別","-",
"0000033740","住宅の所有の関係（６区分）、延べ面積（１４区分）、世帯人員（７区分）、住宅に住む一般世帯数 全国・市部・郡部、全域・人口集中地区の別","-",
"0000033741","住宅の所有の関係（６区分）、延べ面積（１４区分）、一般世帯人員・１世帯当たり人員（２） 全国・市部・郡部、全域・人口集中地区の別","-",
"0000033742","世帯人員（７区分）、住宅の所有の関係（６区分）、１世帯当たり延べ面積、１人当たり延べ面積 全国・市部・郡部、全域・人口集中地区の別","-",
"0000033743","男女（２区分）、年齢（５歳階級）、住居の種類・住宅の所有の関係（７区分）、世帯の家族類型（１６区分）、一般世帯人員 全国・市部・郡部、全域・人口集中地区の別","-",
"0000033744","男女（２区分）、年齢（５歳階級２２Ｄ）、住宅の建て方（８区分）、住宅に住む一般世帯人員 全国・市部・郡部、全域・人口集中地区の別","-",
"0000033745","住宅の建て方（７区分）、住宅の所有の関係（５区分）、延べ面積（１４区分）、住宅に住む主世帯数・世帯人員（２） 全国・市部・郡部、全域・人口集中地区の別","-",
"0000033746","世帯の家族類型（１６区分）、住宅の所有の関係（６区分）、住宅の建て方（８区分）、住宅に住む一般世帯数・世帯人員（２） 全国・市部・郡部、全域・人口集中地区の別","-",
"0000033747","世帯の家族類型（１６区分）、世帯主の男女（２区分）、世帯主の年齢（５歳階級）、住宅の所有の関係（６区分）、住宅に住む一般世帯数・世帯人員（２） 全国・市部・郡部、全域・人口集中地区の別","-",
"0000033748","世帯の家族類型（１６区分）、延べ面積（１４区分）、住宅に住む主世帯数・世帯人員（２） 全国・市部・郡部、全域・人口集中地区の別","-",
"0000033749","１人当たり延べ面積（７区分）、世帯の家族類型（１６区分）、住宅に住む一般世帯数 全国・市部・郡部、全域・人口集中地区の別","-",
"0000033750","高齢親族の有無による世帯の類型（１７区分）、一般世帯数・世帯人員・親族人員・６５歳以上一般世帯人員・６５歳以上親族人員（５） 全国・市部・郡部、全域・人口集中地区の別","-",
"0000033751","親族人員（７区分）、６５歳以上親族のいる一般世帯数、世帯人員、６５歳以上親族人員 全国・全国市部・全国郡部・都道府県（４７）・１５大都市、全域・人口集中地区の別","-",
"0000033752","世帯の家族類型（２２区分）、６５歳未満親族人員の有無・６５歳以上親族人員（６区分）、６５歳以上の親族のいる一般世帯数、一般世帯人員 全国・全国市部・全国郡部・都道府県（４７）・１５大都市、全域・人口集中地区の別","-",
"0000033753","６５歳未満親族人員の有無（２区分）、世帯の家族類型（２２区分）、６５歳以上親族人員 全国・全国市部・全国郡部・都道府県（４７）・１５大都市、全域・人口集中地区の別","-",
"0000033754","世帯の家族類型（２２区分）、７５歳以上親族のいる一般世帯数、世帯人員、７５歳以上親族人員 全国・全国市部・全国郡部・都道府県（４７）・１５大都市、全域・人口集中地区の別","-",
"0000033755","世帯の家族類型（２２区分）、８５歳以上親族のいる一般世帯数、世帯人員、８５歳以上親族人員 全国・全国市部・全国郡部・都道府県（４７）・１５大都市、全域・人口集中地区の別","-",
"0000033756","親族人員（７区分）、世帯主の男女（２区分）、世帯主の年齢（５歳階級）、６５歳以上親族のいる一般世帯数、世帯人員、６５歳以上親族人員 全国・市部・郡部、全域・人口集中地区の別","-",
"0000033757","住居の種類・住宅の所有の関係（７区分）、一般世帯数、一般世帯人員、６５歳以上親族人員、１世帯当たり人員 全国・全国市部・全国郡部・都道府県（４７）・１５大都市、全域・人口集中地区の別","-",
"0000033758","住居の種類・住宅の所有の関係（７区分）、１世帯当たり延べ面積、１人当たり延べ面積 全国・全国市部・全国郡部・都道府県（４７）・１５大都市、全域・人口集中地区の別","-",
"0000033759","住宅の所有の関係（６区分）、世帯人員（７区分）、住宅に住む６５歳以上親族のいる一般世帯数 全国・全国市部・全国郡部・都道府県（４７）・１５大都市、全域・人口集中地区の別","-",
"0000033760","住宅の所有の関係（６区分）、延べ面積（１４区分）、世帯人員（７区分）、住宅に住む６５歳以上親族のいる一般世帯数 全国・市部・郡部、全域・人口集中地区の別","-",
"0000033761","住宅の所有の関係（６区分）、延べ面積（１４区分）、一般世帯人員・１世帯当たり人員（２） 全国・市部・郡部、全域・人口集中地区の別","-",
"0000033762","世帯人員（７区分）、住宅の所有の関係（６区分）、１世帯当たり延べ面積、１人当たり延べ面積 全国・市部・郡部、全域・人口集中地区の別","-",
"0000033763","住宅の建て方（８区分）、６５歳以上の親族のいる主世帯数・主世帯人員・６５歳以上親族人員・１世帯当たり人員 全国・全国市部・全国郡部・都道府県（４７）・１５大都市、全域・人口集中地区の別","-",
"0000033764","住宅の建て方（８区分）、１世帯当たり延べ面積、１人当たり延べ面積 全国・全国市部・全国郡部・都道府県（４７）・１５大都市、全域・人口集中地区の別","-",
"0000033765","高齢者世帯の種類（２区分）、男女（２区分）、６５歳以上年齢（５歳階級）、高齢単身者数等 全国・全国市部・全国郡部・都道府県（４７）・１５大都市、全域・人口集中地区の別","-",
"0000033766","高齢者世帯の種類（２区分）、男女（２区分）、住宅の所有の関係（６区分）、延べ面積（６区分）、住宅に住む高齢単身世帯数等 全国・市部・郡部、全域・人口集中地区の別","-",
"0000033767","高齢者世帯の種類（２区分）、男女（２区分）、住宅の所有の関係（６区分）、１人当たり延べ面積 全国・市部・郡部、全域・人口集中地区の別","-",
"0000033768","高齢者世帯の種類（２区分）、住宅の建て方（８区分）、男女（２区分）、住宅に住む高齢単身主世帯数等 全国・市部・郡部、全域・人口集中地区の別","-",
"0000033769","男女（２区分）、高齢者世帯の種類（２区分）、住宅の建て方（８区分）、１人当たり延べ面積 全国・市部・郡部、全域・人口集中地区の別","-",
"0000033770","夫の年齢（５歳階級）、妻の年齢（５歳階級）、高齢夫婦世帯数 全国・全国市部・全国郡部・都道府県（４７）・１５大都市、全域・人口集中地区の別","-",
"0000033771","高齢夫婦世帯の種類（４区分）、住宅の所有の関係（６区分）、延べ面積（６区分）、住宅に住む高齢夫婦世帯数等 全国・市部・郡部、全域・人口集中地区の別","-",
"0000033772","高齢夫婦世帯の種類（４区分）、住宅の所有の関係（６区分）、１人当たり延べ面積 全国・市部・郡部、全域・人口集中地区の別","-",
"0000033773","住宅の建て方（８区分）、高齢夫婦世帯の種類（４区分）、住宅に住む高齢夫婦主世帯数等 全国・市部・郡部、全域・人口集中地区の別","-",
"0000033774","高齢夫婦世帯の種類（４区分）、住宅の建て方（８区分）、１人当たり延べ面積、全国・市部・郡部、全域・人口集中地区の別","-",
"0000033775","男女（２区分）、国籍（１１区分）、外国人数 全国・全国市部・全国郡部・都道府県（４７）・１５大都市、全域・人口集中地区の別","-",
"0000033776","男女（２区分）、年齢（５歳階級）、国籍（１１区分）、外国人数 全国・市部・郡部、全域・人口集中地区の別","-",
"0000033777","国籍（１１区分）、１５歳以上年齢（５歳階級）、男女（２区分）・配偶関係（４区分）、１５歳以上外国人数 全国・市部・郡部、全域・人口集中地区の別","-",
"0000033778","世帯の家族類型（５区分）、世帯主の国籍（１２区分）、外国人のいる世帯の類型（４区分）、外国人のいる一般世帯数・一般世帯人員・外国人人員・外国人親族人員（４） 全国・市部・郡部、全域・人口集中地区の別","-",
"0000033779","住居の種類・住宅の所有の関係（７区分）、外国人のいる世帯の類型（４区分）、外国人のいる一般世帯数、一般世帯人員、１世帯当たり人員 全国・市部・郡部、全域・人口集中地区の別","-",
"0000033780","住居の種類・住宅の所有の関係（７区分）、外国人のいる世帯の類型（４区分）、１世帯当たり延べ面積、１人当たり延べ面積 全国・市部・郡部、全域・人口集中地区の別","-",
"0000033781","夫の国籍（１２区分）、妻の国籍（１２区分）、夫婦数 全国・市部・郡部、全域・人口集中地区の別","-",
"0000033899","男女（２区分）、１５歳以上年齢（各歳）、労働力状態（８区分）、１５歳以上人口 全国、全域・人口集中地区の別","-",
"0000033900","配偶関係（４区分）、男女（２区分）、１５歳以上年齢（５歳階級）、労働力状態（８区分）、１５歳以上人口（総数） 全国、全域・人口集中地区の別","-",
"0000033901","配偶関係（４区分）、男女（２区分）、１５歳以上年齢（５歳階級）、労働力状態（８区分）、１５歳以上人口（日本人） 全国、全域・人口集中地区の別","-",
"0000033902","配偶関係（３区分）、男女（２区分）、１５歳以上年齢（５歳階級）、従業上の地位（７区分）、就業の状態（４区分）、１５歳以上就業者数 全国、全域・人口集中地区の別","-",
"0000033903","男女（２区分）、１５歳以上年齢（５歳階級）、産業（大分類A）、就業の状態（４区分）、１５歳以上就業者数 全国、全域・人口集中地区の別","-",
"0000033904","単独世帯・自衛隊営舎内居住者の単独有配偶者（２区分）、男女（２区分）、１５歳以上年齢（５歳階級）、産業（大分類）、従業上の地位（７区分）、１５歳以上就業者数 全国、全域・人口集中地区の別","-",
"0000033905","単独世帯・自衛隊営舎内居住者の単独有配偶者（２区分）、男女（２区分）、従業上の地位（７区分）、平均年齢 全国、全域・人口集中地区の別","-",
"0000033906","配偶関係（３区分）、男女（２区分）、１５歳以上年齢（５歳階級）、産業（大分類）、１５歳以上就業者数（総数） 全国、全域・人口集中地区の別","-",
"0000033907","配偶関係（３区分）、産業（大分類）、男女（２区分）、平均年齢（総数） 全国、全域・人口集中地区の別","-",
"0000033908","配偶関係（３区分）、男女（２区分）、１５歳以上年齢（５歳階級）、産業（大分類）、１５歳以上就業者数（日本人） 全国、全域・人口集中地区の別","-",
"0000033909","配偶関係（３区分）、産業（大分類）、男女（２区分）、平均年齢（日本人） 全国、全域・人口集中地区の別","-",
"0000033910","配偶関係（３区分）、男女（２区分）、１５歳以上年齢（５歳階級）、就業の状態（４区分）、就業時間（１４区分）、１５歳以上就業者数 全国、全域・人口集中地区の別","-",
"0000033911","配偶関係（３区分）、男女（２区分）、１５歳以上年齢（５歳階級）、就業の状態（４区分）、平均週間就業時間・延べ週間就業時間 全国、全域・人口集中地区の別","-",
"0000033912","男女（２区分）、産業（大分類A）、従業上の地位（７区分）、就業時間（１４区分）、１５歳以上就業者数 全国、全域・人口集中地区の別","-",
"0000033913","男女（２区分）、産業（大分類A）、従業上の地位（７区分）、平均週間就業時間・延べ週間就業時間 全国、全域・人口集中地区の別","-",
"0000033914","男女（２区分）、配偶関係（３区分）、１５歳以上年齢（５歳階級）、従業上の地位（７区分）、就業時間（１４区分）、１５歳以上就業者数 全国、全域・人口集中地区の別","-",
"0000033915","男女（２区分）、配偶関係（３区分）、１５歳以上年齢（５歳階級）、従業上の地位（７区分）、平均週間就業時間・延べ週間就業時間 全国、全域・人口集中地区の別","-",
"0000033916","男女（２区分）、配偶関係（３区分）、１５歳以上年齢（５歳階級）、世帯人員（２区分）・世帯主との続き柄（６区分）、労働力状態（５区分）・従業上の地位（３区分）、１５歳以上一般世帯人員 全国、全域・人口集中地区の別","-",
"0000033917","男女（２区分）、就業・非就業、１５歳以上年齢（各歳）、世帯の種類（２区分）・世帯の家族類型（１６区分）、１５歳以上世帯人員 全国、全域・人口集中地区の別","-",
"0000033918","夫の年齢１５歳以上（５歳階級）、世帯の家族類型（３区分）、子供の有無・数・年齢（１２１区分）、夫婦のいる一般世帯数、一般世帯人員、親族人員 全国、全域・人口集中地区の別","-",
"0000033919","妻の年齢１５歳以上（５歳階級）、世帯の家族類型（３区分）、子供の有無・数・年齢（１２１区分）、夫婦のいる一般世帯数、一般世帯人員、親族人員 全国、全域・人口集中地区の別","-",
"0000033920","親の年齢（５歳階級）、子供の数・年齢（５８区分）、男親又は女親と子供の核家族世帯数、世帯人員、親族人員 全国、全域・人口集中地区の別","-",
"0000033921","子供の男女（２区分）、子供の年齢（各歳）、親との同居・非同居（４区分）、子供の数 全国、全域・人口集中地区の別","-",
"0000033922","親との同居・非同居（４区分）、子供のいる親族世帯数 全国、全域・人口集中地区の別","-",
"0000033923","夫の就業・非就業（３区分）、妻の就業・非就業（３区分）、世帯の家族類型（３区分）、子供の有無・年齢（２４）、夫婦のいる一般世帯数、親族人員 全国、全域・人口集中地区の別","-",
"0000033924","子供の男女（２区分）、子供の年齢（各歳）、世帯の家族類型（４区分）・親の就業・非就業（４区分）、子供の数 全国、全域・人口集中地区の別","-",
"0000033925","世帯の家族類型（４区分）・親の就業・非就業（４区分）、子供のいる親族世帯数 全国、全域・人口集中地区の別","-",
"0000033926","世帯の家族類型（４区分）・親の就業・非就業（４区分）、３歳未満の子供のいる親族世帯数 全国、全域・人口集中地区の別","-",
"0000033927","世帯の家族類型（４区分）・親の就業・非就業（４区分）、６歳未満の子供のいる親族世帯数 全国、全域・人口集中地区の別","-",
"0000033928","世帯の家族類型（４区分）・親の就業・非就業（４区分）、１２歳未満の子供のいる親族世帯数 全国、全域・人口集中地区の別","-",
"0000033929","世帯の家族類型（４区分）・親の就業・非就業（４区分）、１５歳未満の子供のいる親族世帯数 全国、全域・人口集中地区の別","-",
"0000033930","世帯の家族類型（４区分）・親の就業・非就業（４区分）、１８歳未満の子供のいる親族世帯数 全国、全域・人口集中地区の別","-",
"0000033931","世帯の家族類型（４区分）・親の就業・非就業（４区分）、２０歳未満の子供のいる親族世帯数 全国、全域・人口集中地区の別","-",
"0000033932","夫の年齢１５歳以上（各歳）、妻の年齢１５歳以上（各歳）、夫婦数 全国、全域・人口集中地区の別","-",
