"STATDISPID","TAG_NAME"
"0000033724","全国結果"
"0000033725","平成17年国勢調査"
"0000033725","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033725","全国結果"
"0000033726","平成17年国勢調査"
"0000033726","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033726","全国結果"
"0000033727","平成17年国勢調査"
"0000033727","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033727","全国結果"
"0000033728","平成17年国勢調査"
"0000033728","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033728","全国結果"
"0000033729","平成17年国勢調査"
"0000033729","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033729","全国結果"
"0000033730","平成17年国勢調査"
"0000033730","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033730","全国結果"
"0000033731","平成17年国勢調査"
"0000033731","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033731","全国結果"
"0000033732","平成17年国勢調査"
"0000033732","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033732","全国結果"
"0000033733","平成17年国勢調査"
"0000033733","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033733","全国結果"
"0000033734","平成17年国勢調査"
"0000033734","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033734","全国結果"
"0000033735","平成17年国勢調査"
"0000033735","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033735","全国結果"
"0000033736","平成17年国勢調査"
"0000033736","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033736","全国結果"
"0000033737","平成17年国勢調査"
"0000033737","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033737","全国結果"
"0000033738","平成17年国勢調査"
"0000033738","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033738","全国結果"
"0000033739","平成17年国勢調査"
"0000033739","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033739","全国結果"
"0000033740","平成17年国勢調査"
"0000033740","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033740","全国結果"
"0000033741","平成17年国勢調査"
"0000033741","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033741","全国結果"
"0000033742","平成17年国勢調査"
"0000033742","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033742","全国結果"
"0000033743","平成17年国勢調査"
"0000033743","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033743","全国結果"
"0000033744","平成17年国勢調査"
"0000033744","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033744","全国結果"
"0000033745","平成17年国勢調査"
"0000033745","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033745","全国結果"
"0000033746","平成17年国勢調査"
"0000033746","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033746","全国結果"
"0000033747","平成17年国勢調査"
"0000033747","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033747","全国結果"
"0000033748","平成17年国勢調査"
"0000033748","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033748","全国結果"
"0000033749","平成17年国勢調査"
"0000033749","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033749","全国結果"
"0000033750","平成17年国勢調査"
"0000033750","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033750","全国結果"
"0000033751","平成17年国勢調査"
"0000033751","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033751","全国結果"
"0000033752","平成17年国勢調査"
"0000033752","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033752","全国結果"
"0000033753","平成17年国勢調査"
"0000033753","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033753","全国結果"
"0000033754","平成17年国勢調査"
"0000033754","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033754","全国結果"
"0000033755","平成17年国勢調査"
"0000033755","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033755","全国結果"
"0000033756","平成17年国勢調査"
"0000033756","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033756","全国結果"
"0000033757","平成17年国勢調査"
"0000033757","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033757","全国結果"
"0000033758","平成17年国勢調査"
"0000033758","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033758","全国結果"
"0000033759","平成17年国勢調査"
"0000033759","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033759","全国結果"
"0000033760","平成17年国勢調査"
"0000033760","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033760","全国結果"
"0000033761","平成17年国勢調査"
"0000033761","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033761","全国結果"
"0000033762","平成17年国勢調査"
"0000033762","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033762","全国結果"
"0000033763","平成17年国勢調査"
"0000033763","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033763","全国結果"
"0000033764","平成17年国勢調査"
"0000033764","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033764","全国結果"
"0000033765","平成17年国勢調査"
"0000033765","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033765","全国結果"
"0000033766","平成17年国勢調査"
"0000033766","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033766","全国結果"
"0000033767","平成17年国勢調査"
"0000033767","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033767","全国結果"
"0000033768","平成17年国勢調査"
"0000033768","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033768","全国結果"
"0000033769","平成17年国勢調査"
"0000033769","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033769","全国結果"
"0000033770","平成17年国勢調査"
"0000033770","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033770","全国結果"
"0000033771","平成17年国勢調査"
"0000033771","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033771","全国結果"
"0000033772","平成17年国勢調査"
"0000033772","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033772","全国結果"
"0000033773","平成17年国勢調査"
"0000033773","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033773","全国結果"
"0000033774","平成17年国勢調査"
"0000033774","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033774","全国結果"
"0000033775","平成17年国勢調査"
"0000033775","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033775","全国結果"
"0000033776","平成17年国勢調査"
"0000033776","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033776","全国結果"
"0000033777","平成17年国勢調査"
"0000033777","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033777","全国結果"
"0000033778","平成17年国勢調査"
"0000033778","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033778","全国結果"
"0000033779","平成17年国勢調査"
"0000033779","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033779","全国結果"
"0000033780","平成17年国勢調査"
"0000033780","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033780","全国結果"
"0000033781","平成17年国勢調査"
"0000033781","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033781","全国結果"
"0000033899","平成17年国勢調査"
"0000033899","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033899","全国結果"
"0000033900","平成17年国勢調査"
"0000033900","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033900","全国結果"
"0000033901","平成17年国勢調査"
"0000033901","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033901","全国結果"
"0000033902","平成17年国勢調査"
"0000033902","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033902","全国結果"
"0000033903","平成17年国勢調査"
"0000033903","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033903","全国結果"
"0000033904","平成17年国勢調査"
"0000033904","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033904","全国結果"
"0000033905","平成17年国勢調査"
"0000033905","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033905","全国結果"
"0000033906","平成17年国勢調査"
"0000033906","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033906","全国結果"
"0000033907","平成17年国勢調査"
"0000033907","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033907","全国結果"
"0000033908","平成17年国勢調査"
"0000033908","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033908","全国結果"
"0000033909","平成17年国勢調査"
"0000033909","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033909","全国結果"
"0000033910","平成17年国勢調査"
"0000033910","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033910","全国結果"
"0000033911","平成17年国勢調査"
"0000033911","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033911","全国結果"
"0000033912","平成17年国勢調査"
"0000033912","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033912","全国結果"
"0000033913","平成17年国勢調査"
"0000033913","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033913","全国結果"
"0000033914","平成17年国勢調査"
"0000033914","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033914","全国結果"
"0000033915","平成17年国勢調査"
"0000033915","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033915","全国結果"
"0000033916","平成17年国勢調査"
"0000033916","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033916","全国結果"
"0000033917","平成17年国勢調査"
"0000033917","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033917","全国結果"
"0000033918","平成17年国勢調査"
"0000033918","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033918","全国結果"
"0000033919","平成17年国勢調査"
"0000033919","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033919","全国結果"
"0000033920","平成17年国勢調査"
"0000033920","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033920","全国結果"
"0000033921","平成17年国勢調査"
"0000033921","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033921","全国結果"
"0000033922","平成17年国勢調査"
"0000033922","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033922","全国結果"
"0000033923","平成17年国勢調査"
"0000033923","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033923","全国結果"
"0000033924","平成17年国勢調査"
"0000033924","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033924","全国結果"
"0000033925","平成17年国勢調査"
"0000033925","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033925","全国結果"
"0000033926","平成17年国勢調査"
"0000033926","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033926","全国結果"
"0000033927","平成17年国勢調査"
"0000033927","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033927","全国結果"
"0000033928","平成17年国勢調査"
"0000033928","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033928","全国結果"
"0000033929","平成17年国勢調査"
"0000033929","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033929","全国結果"
"0000033930","平成17年国勢調査"
"0000033930","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033930","全国結果"
"0000033931","平成17年国勢調査"
"0000033931","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033931","全国結果"
"0000033932","平成17年国勢調査"
"0000033932","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033932","全国結果"
"0000033933","平成17年国勢調査"
"0000033933","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033933","全国結果"
"0000033934","平成17年国勢調査"
"0000033934","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033934","全国結果"
"0000033935","平成17年国勢調査"
"0000033935","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033935","全国結果"
"0000033936","平成17年国勢調査"
"0000033936","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033936","全国結果"
"0000033937","平成17年国勢調査"
"0000033937","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033937","全国結果"
"0000033938","平成17年国勢調査"
"0000033938","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033938","全国結果"
"0000033939","平成17年国勢調査"
"0000033939","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033939","全国結果"
"0000033940","平成17年国勢調査"
"0000033940","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033940","全国結果"
"0000033941","平成17年国勢調査"
"0000033941","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033941","全国結果"
"0000033942","平成17年国勢調査"
"0000033942","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033942","全国結果"
"0000033943","平成17年国勢調査"
"0000033943","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033943","全国結果"
"0000033944","平成17年国勢調査"
"0000033944","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033944","全国結果"
"0000033945","平成17年国勢調査"
"0000033945","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033945","都道府県結果"
"0000033946","平成17年国勢調査"
"0000033946","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033946","都道府県結果"
"0000033947","平成17年国勢調査"
"0000033947","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033947","都道府県結果"
"0000033948","平成17年国勢調査"
"0000033948","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033948","都道府県結果"
"0000033949","平成17年国勢調査"
"0000033949","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033949","都道府県結果"
"0000033950","平成17年国勢調査"
"0000033950","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033950","都道府県結果"
"0000033951","平成17年国勢調査"
"0000033951","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033951","都道府県結果"
"0000033952","平成17年国勢調査"
"0000033952","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033952","都道府県結果"
"0000033954","平成17年国勢調査"
"0000033954","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033954","都道府県結果"
"0000033955","平成17年国勢調査"
"0000033955","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033955","都道府県結果"
"0000033956","平成17年国勢調査"
"0000033956","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033956","都道府県結果"
"0000033957","平成17年国勢調査"
"0000033957","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033957","都道府県結果"
"0000033960","平成17年国勢調査"
"0000033960","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033960","都道府県結果"
"0000033961","平成17年国勢調査"
"0000033961","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033961","都道府県結果"
"0000033962","平成17年国勢調査"
"0000033962","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033962","都道府県結果"
"0000033963","平成17年国勢調査"
"0000033963","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033963","都道府県結果"
"0000033966","平成17年国勢調査"
"0000033966","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033966","都道府県結果"
"0000033967","平成17年国勢調査"
"0000033967","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033967","都道府県結果"
"0000033968","平成17年国勢調査"
"0000033968","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033968","都道府県結果"
"0000033969","平成17年国勢調査"
"0000033969","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033969","都道府県結果"
"0000033970","平成17年国勢調査"
"0000033970","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033970","都道府県結果"
"0000033972","平成17年国勢調査"
"0000033972","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033972","都道府県結果"
"0000033973","平成17年国勢調査"
"0000033973","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033973","都道府県結果"
"0000033974","平成17年国勢調査"
"0000033974","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033974","都道府県結果"
"0000033975","平成17年国勢調査"
"0000033975","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033975","都道府県結果"
"0000033976","平成17年国勢調査"
"0000033976","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033976","都道府県結果"
"0000033977","平成17年国勢調査"
"0000033977","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033977","都道府県結果"
"0000033978","平成17年国勢調査"
"0000033978","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033978","都道府県結果"
"0000033979","平成17年国勢調査"
"0000033979","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033979","都道府県結果"
"0000033980","平成17年国勢調査"
"0000033980","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033980","都道府県結果"
"0000033981","平成17年国勢調査"
"0000033981","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033981","都道府県結果"
"0000033982","平成17年国勢調査"
"0000033982","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033982","都道府県結果"
"0000033983","平成17年国勢調査"
"0000033983","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033983","都道府県結果"
"0000033984","平成17年国勢調査"
"0000033984","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033984","都道府県結果"
"0000033985","平成17年国勢調査"
"0000033985","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033985","都道府県結果"
"0000033987","平成17年国勢調査"
"0000033987","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033987","都道府県結果"
"0000033988","平成17年国勢調査"
"0000033988","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033988","都道府県結果"
"0000033989","平成17年国勢調査"
"0000033989","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033989","都道府県結果"
"0000033990","平成17年国勢調査"
"0000033990","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033990","都道府県結果"
"0000033991","平成17年国勢調査"
"0000033991","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033991","都道府県結果"
"0000033992","平成17年国勢調査"
"0000033992","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033992","都道府県結果"
"0000033993","平成17年国勢調査"
"0000033993","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033993","都道府県結果"
"0000033994","平成17年国勢調査"
"0000033994","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033994","都道府県結果"
"0000033995","平成17年国勢調査"
"0000033995","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033995","都道府県結果"
"0000033996","平成17年国勢調査"
"0000033996","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033996","都道府県結果"
"0000033997","平成17年国勢調査"
"0000033997","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033997","都道府県結果"
"0000033998","平成17年国勢調査"
"0000033998","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033998","都道府県結果"
"0000033999","平成17年国勢調査"
"0000033999","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000033999","都道府県結果"
"0000034000","平成17年国勢調査"
"0000034000","労働力状態，就業者の産業，就業時間など（第2次基本集計）"
"0000034000","都道府県結果"
"0000032804","平成12年国勢調査"
"0000032804","要計表による人口集計"
"0000032805","平成12年国勢調査"
"0000032805","要計表による人口集計"
"0000032806","平成12年国勢調査"
"0000032806","1%抽出速報集計"
"0000032807","平成12年国勢調査"
"0000032807","1%抽出速報集計"
"0000032808","平成12年国勢調査"
"0000032808","1%抽出速報集計"
"0000032809","平成12年国勢調査"
"0000032809","1%抽出速報集計"
"0000032810","平成12年国勢調査"
"0000032810","1%抽出速報集計"
"0000032811","平成12年国勢調査"
"0000032811","1%抽出速報集計"
"0000032812","平成12年国勢調査"
"0000032812","1%抽出速報集計"
"0000032813","平成12年国勢調査"
"0000032813","1%抽出速報集計"
"0000032814","平成12年国勢調査"
"0000032814","1%抽出速報集計"
"0000032815","平成12年国勢調査"
"0000032815","1%抽出速報集計"
"0000032816","平成12年国勢調査"
"0000032816","1%抽出速報集計"
"0000032817","平成12年国勢調査"
"0000032817","1%抽出速報集計"
"0000032818","平成12年国勢調査"
"0000032818","1%抽出速報集計"
"0000032819","平成12年国勢調査"
"0000032819","1%抽出速報集計"
"0000032820","平成12年国勢調査"
"0000032820","1%抽出速報集計"
"0000032821","平成12年国勢調査"
"0000032821","1%抽出速報集計"
"0000032822","平成12年国勢調査"
"0000032822","1%抽出速報集計"
"0000032823","平成12年国勢調査"
"0000032823","1%抽出速報集計"
"0000032824","平成12年国勢調査"
"0000032824","1%抽出速報集計"
"0000032825","平成12年国勢調査"
"0000032825","1%抽出速報集計"
"0000032826","平成12年国勢調査"
"0000032826","1%抽出速報集計"
"0000032827","平成12年国勢調査"
"0000032827","1%抽出速報集計"
"0000032828","平成12年国勢調査"
"0000032828","1%抽出速報集計"
"0000032829","平成12年国勢調査"
"0000032829","1%抽出速報集計"
"0000032830","平成12年国勢調査"
"0000032830","1%抽出速報集計"
"0000032831","平成12年国勢調査"
"0000032831","1%抽出速報集計"
"0000032832","平成12年国勢調査"
"0000032832","1%抽出速報集計"
"0000032833","平成12年国勢調査"
"0000032833","1%抽出速報集計"
"0000032834","平成12年国勢調査"
"0000032834","1%抽出速報集計"
"0000032835","平成12年国勢調査"
"0000032835","1%抽出速報集計"
"0000032836","平成12年国勢調査"
"0000032836","1%抽出速報集計"
"0000032837","平成12年国勢調査"
"0000032837","1%抽出速報集計"
"0000032838","平成12年国勢調査"
"0000032838","1%抽出速報集計"
"0000032839","平成12年国勢調査"
"0000032839","1%抽出速報集計"
"0000032840","平成12年国勢調査"
"0000032840","1%抽出速報集計"
"0000032841","平成12年国勢調査"
"0000032841","1%抽出速報集計"
"0000032842","平成12年国勢調査"
"0000032842","1%抽出速報集計"
"0000032843","平成12年国勢調査"
"0000032843","1%抽出速報集計"
"0000032844","平成12年国勢調査"
"0000032844","1%抽出速報集計"
"0000032845","平成12年国勢調査"
"0000032845","1%抽出速報集計"
"0000032846","平成12年国勢調査"
"0000032846","1%抽出速報集計"
"0000032847","平成12年国勢調査"
"0000032847","1%抽出速報集計"
"0000032848","平成12年国勢調査"
"0000032848","1%抽出速報集計"
"0000032849","平成12年国勢調査"
"0000032849","1%抽出速報集計"
"0000032850","平成12年国勢調査"
"0000032850","1%抽出速報集計"
"0000032851","平成12年国勢調査"
"0000032851","1%抽出速報集計"
"0000032852","平成12年国勢調査"
"0000032852","1%抽出速報集計"
"0000032853","平成12年国勢調査"
"0000032853","1%抽出速報集計"
"0000032854","平成12年国勢調査"
"0000032854","1%抽出速報集計"
"0000032855","平成12年国勢調査"
"0000032855","1%抽出速報集計"
"0000032856","平成12年国勢調査"
"0000032856","1%抽出速報集計"
"0000032857","平成12年国勢調査"
"0000032857","1%抽出速報集計"
"0000032858","平成12年国勢調査"
"0000032858","1%抽出速報集計"
"0000032859","平成12年国勢調査"
"0000032859","1%抽出速報集計"
"0000032860","平成12年国勢調査"
"0000032860","1%抽出速報集計"
"0000032861","平成12年国勢調査"
"0000032861","1%抽出速報集計"
"0000032862","平成12年国勢調査"
"0000032862","1%抽出速報集計"
"0000032863","平成12年国勢調査"
"0000032863","1%抽出速報集計"
"0000032864","平成12年国勢調査"
"0000032864","1%抽出速報集計"
"0000032865","平成12年国勢調査"
"0000032865","1%抽出速報集計"
"0000032866","平成12年国勢調査"
"0000032866","1%抽出速報集計"
"0000032867","平成12年国勢調査"
"0000032867","1%抽出速報集計"
"0000032868","平成12年国勢調査"
"0000032868","1%抽出速報集計"
"0000032869","平成12年国勢調査"
"0000032869","1%抽出速報集計"
"0000032870","平成12年国勢調査"
"0000032870","1%抽出速報集計"
"0000032871","平成12年国勢調査"
"0000032871","1%抽出速報集計"
"0000032872","平成12年国勢調査"
"0000032872","第1次基本集計（男女・年齢・配偶関係，世帯の構成，住居の状態など）"
"0000032872","全国結果"
"0000032873","平成12年国勢調査"
"0000032873","第1次基本集計（男女・年齢・配偶関係，世帯の構成，住居の状態など）"
"0000032873","全国結果"
"0000032874","平成12年国勢調査"
"0000032874","第1次基本集計（男女・年齢・配偶関係，世帯の構成，住居の状態など）"
"0000032874","全国結果"
"0000032875","平成12年国勢調査"
"0000032875","第1次基本集計（男女・年齢・配偶関係，世帯の構成，住居の状態など）"
"0000032875","全国結果"
"0000032876","平成12年国勢調査"
"0000032876","第1次基本集計（男女・年齢・配偶関係，世帯の構成，住居の状態など）"
"0000032876","全国結果"
"0000032877","平成12年国勢調査"
"0000032877","第1次基本集計（男女・年齢・配偶関係，世帯の構成，住居の状態など）"
"0000032877","全国結果"
"0000032878","平成12年国勢調査"
"0000032878","第1次基本集計（男女・年齢・配偶関係，世帯の構成，住居の状態など）"
"0000032878","全国結果"
"0000032879","平成12年国勢調査"
"0000032879","第1次基本集計（男女・年齢・配偶関係，世帯の構成，住居の状態など）"
"0000032879","全国結果"
"0000032880","平成12年国勢調査"
"0000032880","第1次基本集計（男女・年齢・配偶関係，世帯の構成，住居の状態など）"
"0000032880","全国結果"
"0000032881","平成12年国勢調査"
"0000032881","第1次基本集計（男女・年齢・配偶関係，世帯の構成，住居の状態など）"
"0000032881","全国結果"
"0000032882","平成12年国勢調査"
"0000032882","第1次基本集計（男女・年齢・配偶関係，世帯の構成，住居の状態など）"
"0000032882","全国結果"
"0000032883","平成12年国勢調査"
"0000032883","第1次基本集計（男女・年齢・配偶関係，世帯の構成，住居の状態など）"
"0000032883","全国結果"
"0000032884","平成12年国勢調査"
"0000032884","第1次基本集計（男女・年齢・配偶関係，世帯の構成，住居の状態など）"
"0000032884","全国結果"
"0000032885","平成12年国勢調査"
"0000032885","第1次基本集計（男女・年齢・配偶関係，世帯の構成，住居の状態など）"
"0000032885","全国結果"
"0000032886","平成12年国勢調査"
"0000032886","第1次基本集計（男女・年齢・配偶関係，世帯の構成，住居の状態など）"
"0000032886","全国結果"
"0000032887","平成12年国勢調査"
"0000032887","第1次基本集計（男女・年齢・配偶関係，世帯の構成，住居の状態など）"
"0000032887","全国結果"
"0000032888","平成12年国勢調査"
"0000032888","第1次基本集計（男女・年齢・配偶関係，世帯の構成，住居の状態など）"
"0000032888","全国結果"
"0000032889","平成12年国勢調査"
"0000032889","第1次基本集計（男女・年齢・配偶関係，世帯の構成，住居の状態など）"
"0000032889","全国結果"
"0000032890","平成12年国勢調査"
"0000032890","第1次基本集計（男女・年齢・配偶関係，世帯の構成，住居の状態など）"
"0000032890","全国結果"
