"STATDISPID","class.name"
"0000030754","社会経済分類Ａ030243"
"0000030755","全域・集中の別030002"
"0000030755","世帯経済構成Ｂ030038"
"0000030755","社会経済分類Ａ030243"
"0000030756","全域・集中の別030002"
"0000030756","家族類型030239"
"0000030756","年齢５歳階級Ｃ030034"
"0000030756","主労働状態Ａ030244"
"0000030756","親族就業Ｃ030245"
"0000030757","全域・集中の別030002"
"0000030757","男女Ａ030001"
"0000030757","世帯主続柄Ｃ030032"
"0000030757","年齢５歳階級Ｃ030034"
"0000030757","労働力状態030246"
"0000030757","親族人員Ｃ030233"
"0000030757","親族就業Ｂ030247"
"0000030758","全域・集中の別030002"
"0000030758","男女Ａ030001"
"0000030758","配偶関係Ｄ030248"
"0000030758","親族就業Ｃ030249"
"0000030758","年齢５歳階級Ｃ030034"
"0000030758","労働力状態030070"
"0000030759","全域・集中の別030002"
"0000030759","男女Ａ030001"
"0000030759","15歳以上年齢030020"
"0000030759","労働力状態030246"
"0000030759","家族類型030036"
"0000030760","全域・集中の別030002"
"0000030760","男女Ｂ030005"
"0000030760","世帯経済構成Ｂ030038"
"0000030760","年齢５歳階級Ｃ030034"
"0000030760","配偶関係Ｃ030009"
"0000030761","全域・集中の別030002"
"0000030761","男女Ｂ030005"
"0000030761","世帯経済構成Ｂ030038"
"0000030761","年齢５歳階級Ｃ030034"
"0000030761","配偶関係Ｃ030009"
"0000030762","全域・集中の別030002"
"0000030762","男女Ａ030001"
"0000030762","労働力状態030070"
"0000030762","15歳以上年齢030020"
"0000030762","世帯経済構成Ｂ030038"
"0000030763","全域・集中の別030002"
"0000030763","男女Ａ030001"
"0000030763","労働力状態030070"
"0000030763","15歳以上年齢030020"
"0000030763","世帯経済構成Ｂ030038"
"0000030764","全域・集中の別030002"
"0000030764","男女Ａ030001"
"0000030764","世帯経済構成Ａ030242"
"0000030764","一般世人員030113"
"0000030765","全域・集中の別030002"
"0000030765","男女Ａ030001"
"0000030765","世帯経済構成Ａ030242"
"0000030765","労働状態・産業030192"
"0000030766","全域・集中の別030002"
"0000030766","男女Ａ030001"
"0000030766","世帯経済構成Ａ030242"
"0000030766","１５未一般世員030250"
"0000030767","全域・集中の別030002"
"0000030767","男女Ａ030001"
"0000030767","世帯経済構成Ａ030242"
"0000030767","普通世帯員030075"
"0000030768","全域・集中の別030002"
"0000030768","男女Ａ030001"
"0000030768","世帯経済構成Ａ030242"
"0000030768","労働状態・産業030192"
"0000030769","全域・集中の別030002"
"0000030769","男女Ａ030001"
"0000030769","世帯経済構成Ａ030242"
"0000030769","１５未普通世員030251"
"0000030770","全域・集中の別030002"
"0000030770","男女Ａ030001"
"0000030770","世帯経済構成Ａ030242"
"0000030770","職業大分類Ｃ030074"
"0000030771","全域・集中の別030002"
"0000030771","男女Ａ030001"
"0000030771","世帯経済構成Ａ030242"
"0000030771","職業大分類Ｃ030074"
"0000030772","全域・集中の別030002"
"0000030772","親族人員Ｃ030233"
"0000030772","6歳未満親族有無030252"
"0000030773","全域・集中の別030002"
"0000030773","親族人員Ｃ030233"
"0000030773","６歳親族人員030253"
"0000030774","全域・集中の別030002"
"0000030774","親族人員Ｃ030233"
"0000030774","一般６未親族員030254"
"0000030775","全域・集中の別030002"
"0000030775","普親親族Ａ030255"
"0000030775","6歳未満親族有無030252"
"0000030776","全域・集中の別030002"
"0000030776","普親親族Ａ030255"
"0000030776","６歳親族人員030253"
"0000030777","全域・集中の別030002"
"0000030777","普親親族Ａ030255"
"0000030777","普１世６未親員030256"
"0000030778","全域・集中の別030002"
"0000030778","親族人員Ｃ030233"
"0000030778","１８未親族Ａ030257"
"0000030779","全域・集中の別030002"
"0000030779","親族人員Ｃ030233"
"0000030779","１８未一般世数030258"
"0000030780","全域・集中の別030002"
"0000030780","親族人員Ｃ030233"
"0000030780","１８歳親族人員030259"
"0000030781","全域・集中の別030002"
"0000030781","親族人員Ｃ030233"
"0000030781","一般１８未親員030260"
"0000030782","全域・集中の別030002"
"0000030782","普親親族Ａ030255"
"0000030782","１８未親族Ａ030257"
"0000030783","全域・集中の別030002"
"0000030783","普親親族Ａ030255"
"0000030783","１８未普通世数030261"
"0000030784","全域・集中の別030002"
"0000030784","普親親族Ａ030255"
"0000030784","１８歳親族人員030259"
"0000030785","全域・集中の別030002"
"0000030785","普親親族Ａ030255"
"0000030785","普１世１８未員030262"
"0000030786","全域・集中の別030002"
"0000030786","親族人員Ｃ030233"
"0000030786","65歳以上親族030263"
"0000030787","全域・集中の別030002"
"0000030787","親族人員Ｃ030233"
"0000030787","65歳以上一般世数030264"
"0000030788","全域・集中の別030002"
"0000030788","親族人員Ｃ030233"
"0000030788","65歳以上親族人員数030265"
"0000030789","全域・集中の別030002"
"0000030789","親族人員Ｃ030233"
"0000030789","一１世６５上員030266"
"0000030790","全域・集中の別030002"
"0000030790","普親親族Ａ030255"
"0000030790","65歳以上親族030263"
"0000030791","全域・集中の別030002"
"0000030791","普親親族Ａ030255"
"0000030791","65歳以上普通世帯数030267"
"0000030792","全域・集中の別030002"
"0000030792","普親親族Ａ030255"
"0000030792","65歳以上親族人員数030265"
"0000030793","全域・集中の別030002"
"0000030793","普親親族Ａ030255"
"0000030793","普１世６５上員030268"
"0000030794","全域・集中の別030002"
"0000030794","世帯主男女Ａ030220"
"0000030794","夫婦一般世帯030269"
"0000030794","年齢５歳階級Ｃ030034"
"0000030794","１８未親族Ａ030257"
"0000030795","全域・集中の別030002"
"0000030795","世帯主男女Ａ030220"
"0000030795","夫婦一般世帯030269"
"0000030795","年齢５歳階級Ｃ030034"
"0000030795","１８歳親族人員030259"
"0000030796","全域・集中の別030002"
"0000030796","世帯主男女Ａ030220"
"0000030796","夫婦一般世帯030269"
"0000030796","年齢５歳階級Ｃ030034"
"0000030796","１世１８未親員030270"
"0000030797","全域・集中の別030002"
"0000030797","世帯主男女Ａ030220"
"0000030797","夫婦一般世帯030269"
"0000030797","年齢５歳階級Ｃ030034"
"0000030797","１８未親族Ａ030257"
"0000030798","全域・集中の別030002"
"0000030798","世帯主男女Ａ030220"
"0000030798","夫婦一般世帯030269"
"0000030798","年齢５歳階級Ｃ030034"
"0000030798","65歳以上親族030263"
"0000030799","全域・集中の別030002"
"0000030799","世帯主男女Ａ030220"
"0000030799","夫婦一般世帯030269"
"0000030799","年齢５歳階級Ｃ030034"
"0000030799","65歳以上親族人員数030265"
"0000030800","全域・集中の別030002"
"0000030800","世帯主男女Ａ030220"
"0000030800","夫婦一般世帯030269"
"0000030800","年齢５歳階級Ｃ030034"
"0000030800","１世６５上親員030271"
"0000030801","全域・集中の別030002"
"0000030801","世帯主男女Ａ030220"
"0000030801","夫婦一般世帯030269"
"0000030801","年齢５歳階級Ｃ030034"
"0000030801","65歳以上親族030263"
"0000030802","全域・集中の別030002"
"0000030802","家族類型030036"
"0000030802","6歳未満親族有無030252"
"0000030803","全域・集中の別030002"
"0000030803","家族類型030036"
"0000030803","６歳親族人員030253"
"0000030804","全域・集中の別030002"
"0000030804","家族類型030036"
"0000030804","１世６未親員030272"
"0000030805","全域・集中の別030002"
"0000030805","家族類型030036"
"0000030805","6歳未満親族有無030252"
"0000030806","全域・集中の別030002"
"0000030806","家族類型030036"
"0000030806","6歳未満親族有無030252"
"0000030807","全域・集中の別030002"
"0000030807","家族類型030036"
"0000030807","１８未親族Ａ030257"
"0000030808","全域・集中の別030002"
"0000030808","家族類型030036"
"0000030808","１８歳親族人員030259"
"0000030809","全域・集中の別030002"
"0000030809","家族類型030036"
"0000030809","１世１８未親員030270"
"0000030810","全域・集中の別030002"
"0000030810","家族類型030036"
"0000030810","１８未親族Ａ030257"
"0000030811","全域・集中の別030002"
"0000030811","家族類型030036"
"0000030811","１８未親族Ａ030257"
"0000030812","全域・集中の別030002"
"0000030812","家族類型030036"
"0000030812","65歳以上親族030263"
"0000030813","全域・集中の別030002"
"0000030813","家族類型030036"
"0000030813","65歳以上親族人員数030265"
"0000030814","全域・集中の別030002"
"0000030814","家族類型030036"
"0000030814","１世６５上親員030271"
"0000030815","全域・集中の別030002"
"0000030815","家族類型030036"
"0000030815","65歳以上親族030263"
"0000030816","全域・集中の別030002"
"0000030816","家族類型030036"
"0000030816","65歳以上親族030263"
"0000030817","全域・集中の別030002"
"0000030817","家族類型030239"
"0000030817","親族就業Ｄ030273"
"0000030817","6歳未満親族有無030252"
"0000030818","全域・集中の別030002"
"0000030818","家族類型030239"
"0000030818","親族就業Ｄ030273"
"0000030818","６歳親族人員030253"
"0000030819","全域・集中の別030002"
"0000030819","家族類型030239"
"0000030819","親族就業Ｄ030273"
"0000030819","１世６未親員030272"
"0000030820","全域・集中の別030002"
"0000030820","家族類型030239"
"0000030820","6歳未満親族有無030252"
"0000030821","全域・集中の別030002"
"0000030821","家族類型030239"
"0000030821","親族就業Ｄ030273"
"0000030821","6歳未満親族有無030252"
"0000030822","全域・集中の別030002"
"0000030822","家族類型030239"
"0000030822","親族就業Ｄ030273"
"0000030822","6歳未満親族有無030252"
"0000030823","全域・集中の別030002"
"0000030823","家族類型030239"
"0000030823","親族就業Ｄ030273"
"0000030823","１８未親族Ａ030257"
"0000030824","全域・集中の別030002"
"0000030824","家族類型030239"
"0000030824","親族就業Ｄ030273"
"0000030824","１８歳親族人員030259"
"0000030825","全域・集中の別030002"
"0000030825","家族類型030239"
"0000030825","親族就業Ｄ030273"
"0000030825","１世１８未親員030270"
"0000030826","全域・集中の別030002"
"0000030826","家族類型030239"
"0000030826","１８未親族Ａ030257"
"0000030827","全域・集中の別030002"
"0000030827","家族類型030239"
"0000030827","親族就業Ｄ030273"
"0000030827","１８未親族Ａ030257"
"0000030828","全域・集中の別030002"
"0000030828","家族類型030239"
"0000030828","親族就業Ｄ030273"
"0000030828","１８未親族Ａ030257"
"0000030829","全域・集中の別030002"
"0000030829","家族類型030239"
"0000030829","親族就業Ｄ030273"
"0000030829","65歳以上親族030263"
"0000030830","全域・集中の別030002"
"0000030830","家族類型030239"
"0000030830","親族就業Ｄ030273"
"0000030830","65歳以上親族人員数030265"
"0000030831","全域・集中の別030002"
"0000030831","家族類型030239"
"0000030831","親族就業Ｄ030273"
"0000030831","１世６５上親員030271"
"0000030832","全域・集中の別030002"
"0000030832","家族類型030239"
"0000030832","65歳以上親族030263"
"0000030833","全域・集中の別030002"
"0000030833","家族類型030239"
"0000030833","親族就業Ｄ030273"
"0000030833","65歳以上親族030263"
"0000030834","全域・集中の別030002"
"0000030834","家族類型030239"
"0000030834","親族就業Ｄ030273"
"0000030834","65歳以上親族030263"
"0000030835","全域・集中の別030002"
"0000030835","住宅の建て方Ａ030051"
"0000030835","家族類型030036"
"0000030835","住宅の所有Ａ030135"
"0000030836","全域・集中の別030002"
"0000030836","住宅の建て方Ａ030051"
"0000030836","家族類型030036"
"0000030836","住宅の所有Ａ030135"
"0000030837","全域・集中の別030002"
"0000030837","住宅の建て方Ａ030051"
"0000030837","家族類型030036"
"0000030837","住宅の所有Ａ030135"
"0000030838","全域・集中の別030002"
"0000030838","家族類型030036"
"0000030838","１室当人員Ａ030274"
"0000030839","全域・集中の別030002"
"0000030839","家族類型030036"
"0000030839","１室当人員Ａ030274"
"0000030840","全域・集中の別030002"
"0000030840","１室当人員Ａ030274"
"0000030841","全域・集中の別030002"
"0000030841","家族類型030036"
"0000030841","居住室数030060"
"0000030842","全域・集中の別030002"
"0000030842","家族類型030036"
"0000030842","１世帯人員等030275"
"0000030843","全域・集中の別030002"
"0000030843","家族類型030036"
"0000030843","居住室数030060"
"0000030844","全域・集中の別030002"
"0000030844","居住室数030060"
"0000030845","全域・集中の別030002"
"0000030845","間借1人世帯030276"
"0000030846","全域・集中の別030002"
"0000030846","家族類型030036"
"0000030846","１人当畳数Ａ030068"
"0000030847","全域・集中の別030002"
"0000030847","１人当畳数Ａ030068"
"0000030848","全域・集中の別030002"
"0000030848","家族類型030036"
"0000030848","１人当畳数Ａ030068"
"0000030849","全域・集中の別030002"
"0000030849","住宅の建て方Ａ030051"
"0000030849","世帯経済構成Ｂ030038"
"0000030849","住宅の所有Ａ030277"
"0000030850","全域・集中の別030002"
"0000030850","住宅の建て方Ａ030051"
"0000030850","世帯経済構成Ｂ030038"
"0000030850","住宅の所有Ａ030135"
"0000030851","全域・集中の別030002"
"0000030851","住宅の建て方Ａ030051"
"0000030851","世帯経済構成Ｂ030038"
"0000030851","住宅の所有Ａ030135"
"0000030852","全域・集中の別030002"
"0000030852","住宅の所有Ａ030135"
"0000030852","世帯人員Ｃ030059"
"0000030852","世帯経済構成Ｂ030038"
"0000030853","全域・集中の別030002"
"0000030853","住宅の所有Ａ030135"
"0000030853","世帯経済構成Ｂ030038"
"0000030853","１世帯人員等030275"
"0000030854","全域・集中の別030002"
"0000030854","世帯経済構成Ｂ030038"
"0000030854","間借1人世帯030278"
"0000030855","全域・集中の別030002"
"0000030855","世帯経済構成Ｂ030038"
"0000030855","間借2人以上世帯030279"
"0000030856","全域・集中の別030002"
"0000030856","住宅の所有Ａ030135"
"0000030856","世帯人員Ｃ030059"
"0000030856","世帯経済構成Ｂ030038"
"0000030857","全域・集中の別030002"
"0000030857","世帯経済構成Ｂ030038"
"0000030857","居住室数030060"
"0000030858","全域・集中の別030002"
"0000030858","世帯経済構成Ｂ030038"
"0000030858","居住室数030060"
"0000030859","全域・集中の別030002"
"0000030859","世帯経済構成Ｂ030038"
"0000030859","１人当畳数Ａ030068"
"0000030860","全域・集中の別030002"
"0000030860","１人当畳数Ａ030068"
"0000030861","全域・集中の別030002"
"0000030861","世帯経済構成Ｂ030038"
"0000030861","１人当畳数Ａ030068"
"0000030862","全域・集中の別030002"
"0000030862","世帯経済構成Ｂ030038"
"0000030862","１室当人員Ａ030274"
"0000030863","全域・集中の別030002"
"0000030863","１室当人員Ａ030274"
"0000030864","全域・集中の別030002"
"0000030864","世帯経済構成Ｂ030038"
"0000030864","１室当人員Ａ030274"
"0000030865","全域・集中の別030002"
"0000030865","住宅の所有Ａ030135"
"0000030865","世帯人員Ｃ030059"
"0000030865","社会経済分類Ａ030243"
"0000030866","全域・集中の別030002"
"0000030866","住宅の所有Ａ030135"
"0000030866","社会経済分類Ａ030243"
"0000030867","全域・集中の別030002"
"0000030867","社会経済分類Ａ030243"
"0000030868","全域・集中の別030002"
"0000030868","社会経済分類Ａ030243"
"0000030869","全域・集中の別030002"
"0000030869","住宅の所有Ａ030135"
"0000030869","世帯人員Ｃ030059"
"0000030869","社会経済分類Ａ030243"
"0000030870","全域・集中の別030002"
"0000030870","社会経済分類Ａ030243"
"0000030871","全域・集中の別030002"
"0000030871","住宅の所有Ａ030135"
"0000030871","世帯人員Ｃ030059"
"0000030871","社会経済分類Ａ030243"
"0000030872","全域・集中の別030002"
"0000030872","社会経済分類Ａ030243"
"0000030873","全域・集中の別030002"
"0000030873","住宅の所有Ａ030135"
"0000030873","世帯人員Ｃ030059"
"0000030873","社会経済分類Ａ030243"
"0000030874","全域・集中の別030002"
"0000030874","社会経済分類Ａ030243"
"0000030875","全域・集中の別030002"
"0000030875","住宅の建て方Ｂ030052"
"0000030875","畳数Ａ030065"
"0000030875","居住室数030060"
"0000030876","全域・集中の別030002"
"0000030876","住宅の建て方Ｂ030052"
"0000030876","畳数Ａ030065"
"0000030876","居住室数030060"
"0000030877","全域・集中の別030002"
"0000030877","15歳以上年齢030020"
"0000030877","従業地位Ｄ030118"
"0000030877","配偶関係Ｃ030009"
"0000030877","就業状態Ａ030216"
"0000030878","全域・集中の別030002"
"0000030878","15歳以上年齢030020"
"0000030878","従業地位Ｄ030118"
"0000030878","配偶関係Ｃ030009"
"0000030878","産業大分類Ａ030122"
"0000030879","全域・集中の別030002"
"0000030879","15歳以上年齢030020"
"0000030879","従業地位Ｄ030118"
"0000030879","配偶関係Ｃ030009"
"0000030879","産業中分類Ｃ030116"
"0000030880","全域・集中の別030002"
"0000030880","15歳以上年齢030020"
"0000030880","従業地位Ｄ030118"
"0000030880","配偶関係Ｃ030009"
"0000030880","職業大分類Ｃ030074"
"0000030881","全域・集中の別030002"
"0000030881","15歳以上年齢030020"
"0000030881","従業地位Ｄ030118"
"0000030881","配偶関係Ｃ030009"
"0000030881","職業中分類Ｂ030120"
"0000030882","全域・集中の別030002"
"0000030882","15歳以上年齢030020"
"0000030882","配偶関係Ｃ030009"
"0000030882","社会経済分類Ｂ030123"
"0000030883","全域・集中の別030002"
"0000030883","世帯経済構成Ｃ030232"
"0000030883","夫婦一般世帯030196"
"0000030883","夫労働状態Ａ030097"
"0000030883","子供の有無等Ｄ030280"
"0000030883","妻労働状態Ｂ030281"
"0000030884","全域・集中の別030002"
"0000030884","世帯経済構成Ｃ030232"
"0000030884","夫婦一般世帯030196"
"0000030884","夫労働状態Ａ030097"
"0000030884","子供の有無等Ｄ030280"
"0000030884","妻労働状態Ｂ030281"
"0000030885","全域・集中の別030002"
"0000030885","世帯経済構成Ｃ030232"
"0000030885","夫婦一般世帯030196"
"0000030885","夫労働状態Ａ030097"
"0000030885","子供の有無等Ｄ030280"
"0000030885","妻労働状態Ｂ030281"
"0000030886","全域・集中の別030002"
"0000030886","夫婦一般世帯030282"
"0000030886","15歳以上年齢030020"
"0000030886","妻職業大分類030283"
"0000030886","夫就業・職大Ａ030284"
"0000030887","全域・集中の別030002"
"0000030887","夫婦一般世帯030282"
"0000030887","15歳以上年齢030020"
"0000030887","妻職業大分類030283"
"0000030887","夫就業・職大Ａ030284"
"0000030888","全域・集中の別030002"
"0000030888","夫労働地位Ａ030285"
"0000030888","子供の有無等Ｄ030280"
"0000030888","妻労働地位Ａ030286"
"0000030889","全域・集中の別030002"
"0000030889","日本人女子各歳030287"
"0000030889","就職業大分類030288"
"0000030889","配偶同居児Ａ030289"
"0000030890","全域・集中の別030002"
"0000030890","日本人女子各歳030287"
"0000030890","就職業大分類030288"
"0000030890","同居児各歳階級030290"
"0000030891","全域・集中の別030002"
"0000030891","世帯経済構成Ｂ030038"
"0000030891","日本人女子各歳030287"
"0000030891","配偶同居児Ａ030289"
"0000030892","全域・集中の別030002"
"0000030892","世帯経済構成Ｂ030038"
"0000030892","日本人女子各歳030287"
"0000030892","同居児各歳階級030290"
"0000030893","全域・集中の別030002"
"0000030893","男女Ａ030001"
"0000030893","15歳以上年齢030020"
"0000030893","産業大分類Ａ030122"
"0000030893","従業地位Ａ030119"
"0000030894","全域・集中の別030002"
"0000030894","男女Ａ030001"
"0000030894","15歳以上年齢030020"
"0000030894","産業中分類Ｃ030116"
"0000030894","従業地位Ａ030119"
"0000030895","全域・集中の別030002"
"0000030895","男女Ａ030001"
"0000030895","産業大分類Ａ030122"
"0000030895","従業地位Ｄ030118"
"0000030896","全域・集中の別030002"
"0000030896","男女Ａ030001"
"0000030896","産業中分類Ｃ030116"
"0000030896","従業地位Ｄ030118"
"0000030897","全域・集中の別030002"
"0000030897","男女Ａ030001"
"0000030897","産業大分類Ａ030122"
"0000030897","従業地位Ｄ030118"
"0000030898","全域・集中の別030002"
"0000030898","男女Ａ030001"
"0000030898","産業中分類Ｃ030116"
"0000030898","従業地位Ｄ030118"
"0000030899","全域・集中の別030002"
"0000030899","男女Ａ030001"
"0000030899","産業小分類Ｂ030217"
"0000030899","従業地位Ｄ030118"
"0000030900","全域・集中の別030002"
"0000030900","配偶関係Ｃ030009"
"0000030900","男女Ａ030001"
"0000030900","15歳以上年齢030020"
"0000030900","職業大分類Ｃ030074"
"0000030901","全域・集中の別030002"
"0000030901","配偶関係Ｃ030009"
"0000030901","男女Ａ030001"
"0000030901","15歳以上年齢030020"
"0000030901","職業大分類Ｃ030074"
"0000030902","全域・集中の別030002"
"0000030902","男女Ａ030001"
"0000030902","15歳以上年齢030020"
"0000030902","職業大分類Ｃ030074"
"0000030902","従業地位Ａ030119"
"0000030903","全域・集中の別030002"
"0000030903","男女Ａ030001"
"0000030903","15歳以上年齢030020"
"0000030903","職業中分類Ｂ030120"
"0000030903","従業地位Ａ030119"
"0000030904","全域・集中の別030002"
"0000030904","男女Ａ030001"
"0000030904","職業大分類Ｃ030074"
"0000030904","従業地位Ｄ030118"
"0000030905","全域・集中の別030002"
"0000030905","男女Ａ030001"
"0000030905","職業中分類Ｂ030120"
"0000030905","従業地位Ｄ030118"
"0000030906","全域・集中の別030002"
"0000030906","男女Ａ030001"
"0000030906","職業大分類Ｃ030074"
"0000030906","従業地位Ｄ030118"
"0000030907","全域・集中の別030002"
"0000030907","男女Ａ030001"
"0000030907","職業中分類Ｂ030120"
"0000030907","従業地位Ｄ030118"
"0000030908","全域・集中の別030002"
"0000030908","男女Ａ030001"
"0000030908","職業小分類Ｂ030121"
"0000030908","従業地位Ｄ030118"
"0000030909","全域・集中の別030002"
"0000030909","従業地位Ｆ030023"
"0000030909","男女Ａ030001"
"0000030909","産業大分類Ａ030122"
"0000030909","職業大分類Ｃ030074"
"0000030910","全域・集中の別030002"
"0000030910","従業地位Ｆ030023"
"0000030910","男女Ａ030001"
"0000030910","産業大分類Ａ030122"
"0000030910","職業中分類Ｂ030120"
"0000030911","全域・集中の別030002"
"0000030911","従業地位Ｆ030023"
"0000030911","男女Ａ030001"
"0000030911","産業中分類Ｃ030116"
"0000030911","職業大分類Ｃ030074"
"0000030912","全域・集中の別030002"
"0000030912","従業地位Ｆ030023"
"0000030912","男女Ａ030001"
"0000030912","産業中分類Ｃ030116"
"0000030912","職業中分類Ｂ030120"
"0000030913","全域・集中の別030002"
"0000030913","男女Ａ030001"
"0000030913","社会経済分類Ａ030243"
"0000030914","全域・集中の別030002"
"0000030914","男女Ａ030001"
"0000030914","15歳以上年齢030020"
"0000030914","社会経済分類Ｂ030123"
"0000030915","全域・集中の別030002"
"0000030915","男女Ａ030001"
"0000030915","産業大分類Ａ030122"
"0000030915","社会経済分類Ｃ030219"
"0000030916","全域・集中の別030002"
"0000030916","男女Ａ030001"
"0000030916","産業中分類Ｃ030116"
"0000030916","社会経済分類Ｃ030219"
"0000030917","全域・集中の別030002"
"0000030917","世帯主男女Ａ030220"
"0000030917","配偶関係Ｃ030009"
"0000030917","年齢５歳階級Ｃ030034"
"0000030917","世帯人員Ｃ030059"
"0000030918","全域・集中の別030002"
"0000030918","世帯主男女Ａ030220"
"0000030918","配偶関係Ｄ030248"
"0000030918","年齢５歳階級Ｃ030034"
"0000030918","家族類型030036"
"0000030919","全域・集中の別030002"
"0000030919","世帯主男女Ａ030220"
"0000030919","配偶関係Ｄ030248"
"0000030919","年齢５歳階級Ｃ030034"
"0000030919","家族類型030036"
"0000030920","全域・集中の別030002"
"0000030920","世帯主男女Ａ030220"
"0000030920","配偶関係Ｄ030248"
"0000030920","年齢５歳階級Ｃ030034"
"0000030920","家族類型030036"
"0000030921","全域・集中の別030002"
"0000030921","世帯主男女Ａ030220"
"0000030921","配偶関係Ｄ030248"
"0000030921","年齢５歳階級Ｃ030034"
"0000030921","普通・単独世帯030222"
"0000030922","全域・集中の別030002"
"0000030922","世帯主男女Ａ030220"
"0000030922","配偶関係Ｄ030248"
"0000030922","年齢５歳階級Ｃ030034"
"0000030922","普通・単独世帯030222"
"0000030923","全域・集中の別030002"
"0000030923","世帯主男女Ａ030220"
"0000030923","配偶関係Ｄ030248"
"0000030923","年齢５歳階級Ｃ030034"
"0000030923","普通・単独世帯030222"
"0000030924","全域・集中の別030002"
"0000030924","夫婦一般世帯030196"
"0000030924","妻年齢５歳Ｂ030226"
"0000030924","子供の有無等Ｂ030291"
"0000030924","一般世帯030225"
"0000030925","全域・集中の別030002"
"0000030925","親男女Ａ030227"
"0000030925","子供の数・年Ｅ030292"
"0000030925","親年齢５歳階級030229"
"0000030926","全域・集中の別030002"
"0000030926","親男女Ａ030227"
"0000030926","子供の数・年Ｅ030292"
"0000030926","親年齢５歳階級030229"
"0000030927","全域・集中の別030002"
"0000030927","親男女Ａ030227"
"0000030927","子供の数・年Ｅ030292"
"0000030927","親年齢５歳階級030229"
"0000030928","全域・集中の別030002"
"0000030928","男女Ａ030001"
"0000030928","年齢５歳階級Ｂ030010"
"0000030928","世帯主続柄Ａ030230"
"0000030929","全域・集中の別030002"
"0000030929","男女Ｂ030005"
"0000030929","家族類型030231"
"0000030929","年齢５歳階級Ｃ030034"
"0000030929","配偶関係Ｃ030009"
"0000030930","全域・集中の別030002"
"0000030930","男女Ｂ030005"
"0000030930","家族類型030231"
"0000030930","年齢５歳階級Ｃ030034"
"0000030930","配偶関係Ｃ030009"
"0000030931","全域・集中の別030002"
"0000030931","世帯経済構成Ｃ030232"
"0000030931","親族人員Ｃ030233"
"0000030931","親族就業Ｅ030234"
"0000030932","全域・集中の別030002"
"0000030932","世帯経済構成Ｃ030232"
"0000030932","親族人員Ｃ030233"
"0000030932","親族就業者数030235"
"0000030933","全域・集中の別030002"
"0000030933","世帯経済構成Ｃ030232"
"0000030933","親族就業Ｅ030234"
"0000030934","全域・集中の別030002"
"0000030934","世帯経済構成Ｃ030232"
"0000030934","親族人員Ｃ030233"
"0000030934","親族就業Ｅ030234"
"0000030935","全域・集中の別030002"
"0000030935","世帯経済構成Ｃ030232"
"0000030935","親族人員Ｅ030236"
"0000030935","親族就業Ｅ030234"
"0000030936","全域・集中の別030002"
"0000030936","世帯経済構成Ｃ030232"
"0000030936","親族人員Ｅ030236"
"0000030936","普１世親族就業030237"
"0000030937","全域・集中の別030002"
"0000030937","世帯経済構成Ｃ030232"
"0000030937","親族人員Ｅ030236"
"0000030937","親族就業Ｅ030234"
"0000030938","全域・集中の別030002"
"0000030938","世帯経済構成Ｂ030038"
"0000030938","家族類型030036"
"0000030939","全域・集中の別030002"
"0000030939","世帯経済構成Ｂ030038"
"0000030939","家族類型030036"
"0000030940","全域・集中の別030002"
"0000030940","世帯経済構成Ｂ030038"
"0000030940","家族類型030036"
"0000030941","全域・集中の別030002"
"0000030941","世帯経済構成Ｂ030038"
"0000030941","普通・単独世帯030222"
"0000030942","全域・集中の別030002"
"0000030942","世帯経済構成Ｂ030038"
"0000030942","普通・単独世帯030222"
"0000030943","全域・集中の別030002"
"0000030943","世帯経済構成Ｂ030038"
"0000030943","普通・単独世帯030222"
"0000030944","全域・集中の別030002"
"0000030944","世帯経済構成Ａ030242"
"0000030945","全域・集中の別030002"
"0000030945","世帯経済構成Ａ030242"
"0000030946","全域・集中の別030002"
"0000030946","世帯経済構成Ａ030242"
"0000030947","全域・集中の別030002"
"0000030947","世帯経済構成Ａ030242"
"0000030948","全域・集中の別030002"
"0000030948","世帯経済構成Ａ030242"
"0000030949","全域・集中の別030002"
"0000030949","世帯経済構成Ａ030242"
"0000030950","全域・集中の別030002"
"0000030950","世帯経済構成Ａ030242"
"0000030951","全域・集中の別030002"
"0000030951","世帯経済構成Ａ030242"
"0000030952","全域・集中の別030002"
"0000030952","家族類型030036"
"0000030952","社会経済分類Ａ030243"
"0000030953","全域・集中の別030002"
"0000030953","家族類型030036"
"0000030953","社会経済分類Ａ030243"
"0000030954","全域・集中の別030002"
"0000030954","家族類型030036"
"0000030954","社会経済分類Ａ030243"
"0000030955","全域・集中の別030002"
"0000030955","家族類型030036"
"0000030955","社会経済分類Ａ030243"
"0000030956","全域・集中の別030002"
"0000030956","家族類型030036"
"0000030956","社会経済分類Ａ030243"
"0000030957","全域・集中の別030002"
"0000030957","家族類型030036"
"0000030957","社会経済分類Ａ030243"
"0000030958","全域・集中の別030002"
"0000030958","普通・単独世帯030222"
"0000030958","社会経済分類Ａ030243"
"0000030959","全域・集中の別030002"
"0000030959","普通・単独世帯030222"
"0000030959","社会経済分類Ａ030243"
"0000030960","全域・集中の別030002"
"0000030960","世帯経済構成Ｂ030038"
"0000030960","社会経済分類Ａ030243"
"0000030961","全域・集中の別030002"
"0000030961","世帯経済構成Ｂ030038"
"0000030961","社会経済分類Ａ030243"
"0000030962","全域・集中の別030002"
